"","ACTIVITY","X0","X1","X2","X3","X4","X5","X6","X7","X8","X9","Y0","Y1","Y2","Y3","Y4","Y5","Y6","Y7","Y8","Y9","Z0","Z1","Z2","Z3","Z4","Z5","Z6","Z7","Z8","Z9","XAVG","YAVG","ZAVG","XPEAK","YPEAK","ZPEAK","XABSOLDEV","YABSOLDEV","ZABSOLDEV","XSTANDDEV","YSTANDDEV","ZSTANDDEV","XVAR","YVAR","ZVAR"
"2289","jogging",0.225,0.465,0.175,0.1,0.03,0.005,0,0,0,0,0.08,0.08,0.155,0.07,0.055,0.08,0.07,0.13,0.135,0.145,0.37,0.32,0.2,0.095,0.01,0.005,0,0,0,0,-0.914239,8.54955,-1.71103,31.8033,54,37.451,2.1514,6.89112,2.74521,0.212845,0.547652,0.259339,0.461352,0.740035,0.509254
"2290","jogging",0.24,0.415,0.205,0.1,0.035,0.005,0,0,0,0,0.08,0.115,0.13,0.045,0.08,0.07,0.09,0.115,0.17,0.105,0.355,0.285,0.205,0.1,0.05,0.005,0,0,0,0,-0.947716,8.28528,-1.20255,32.6667,59.0625,32.2034,2.3863,6.77487,2.89044,0.229664,0.539175,0.265299,0.479232,0.734286,0.515072
"2291","jogging",0.24,0.41,0.2,0.105,0.045,0,0,0,0,0,0.075,0.12,0.105,0.05,0.055,0.075,0.105,0.125,0.17,0.12,0.365,0.3,0.21,0.1,0.015,0.01,0,0,0,0,-0.784215,8.7279,-1.57992,32.931,55.4286,33.8596,2.3793,6.89064,2.79511,0.223509,0.547328,0.264198,0.472768,0.739816,0.514002
"2292","jogging",0.255,0.43,0.195,0.09,0.025,0.005,0,0,0,0,0.08,0.1,0.125,0.085,0.035,0.105,0.09,0.135,0.14,0.105,0.35,0.305,0.205,0.085,0.03,0.025,0,0,0,0,-0.979023,8.23487,-1.27905,31.129,52.4324,30.1562,2.2277,6.61124,3.00257,0.226155,0.527981,0.281207,0.475557,0.726623,0.530289
"2293","jogging",0.265,0.395,0.235,0.08,0.02,0.005,0,0,0,0,0.07,0.105,0.125,0.065,0.075,0.075,0.09,0.15,0.145,0.1,0.41,0.28,0.165,0.085,0.055,0,0.005,0,0,0,-1.02098,8.36853,-1.60699,32.0339,53.4286,36.4151,2.24875,6.5933,2.99963,0.232587,0.527534,0.273101,0.482272,0.726315,0.52259
"2294","jogging",0.305,0.37,0.18,0.105,0.03,0.01,0,0,0,0,0.09,0.065,0.175,0.07,0.05,0.085,0.075,0.14,0.145,0.105,0.375,0.255,0.2,0.1,0.05,0.01,0.005,0.005,0,0,-1.08534,8.08582,-1.06863,32.8814,53.8889,33.2759,2.58106,6.77157,3.13857,0.254673,0.540113,0.288706,0.504652,0.734924,0.537314
"2295","jogging",0.34,0.31,0.17,0.125,0.04,0.01,0,0.005,0,0,0.12,0.08,0.115,0.04,0.08,0.055,0.1,0.17,0.115,0.125,0.315,0.265,0.24,0.105,0.055,0.005,0.005,0.005,0.005,0,-1.23413,8.34728,-0.914545,31.129,55.1429,34.2857,3.09274,6.85577,3.32587,0.318535,0.548561,0.308975,0.564389,0.740649,0.555855
"2296","jogging",0.24,0.365,0.225,0.125,0.035,0.005,0.005,0,0,0,0.09,0.085,0.11,0.08,0.06,0.07,0.065,0.155,0.16,0.125,0.39,0.26,0.245,0.075,0.015,0.01,0,0,0.005,0,-0.698904,8.73551,-1.73724,32.1311,49.2105,37.451,2.53037,6.91108,3.02927,0.248737,0.546995,0.28532,0.498735,0.739591,0.534153
"2297","jogging",0.3,0.39,0.17,0.115,0.025,0,0,0,0,0,0.085,0.105,0.13,0.08,0.045,0.075,0.12,0.12,0.16,0.08,0.37,0.295,0.19,0.125,0.02,0,0,0,0,0,-1.08479,8.01456,-1.5877,34.0351,49.25,35.0909,2.30727,6.60306,2.93501,0.21954,0.52445,0.277169,0.468551,0.724189,0.526468
"2298","jogging",0.25,0.41,0.17,0.135,0.025,0.01,0,0,0,0,0.09,0.105,0.13,0.08,0.035,0.085,0.08,0.15,0.13,0.115,0.395,0.265,0.17,0.12,0.025,0.005,0.01,0,0.005,0.005,-1.13253,8.0637,-1.50864,33.2203,58.4848,35.6604,2.76075,6.88942,3.42781,0.295567,0.545834,0.334889,0.543661,0.738806,0.578696
"2299","jogging",0.27,0.345,0.225,0.115,0.035,0.01,0,0,0,0,0.11,0.08,0.115,0.065,0.06,0.08,0.1,0.145,0.12,0.125,0.38,0.235,0.195,0.115,0.05,0.025,0,0,0,0,-0.994483,8.28356,-1.17093,33.4483,46.4286,34.8214,2.6839,6.85999,3.29891,0.264626,0.548978,0.310228,0.514418,0.740931,0.556981
"2300","jogging",0.29,0.315,0.24,0.11,0.04,0,0.005,0,0,0,0.08,0.105,0.125,0.065,0.055,0.05,0.135,0.145,0.15,0.09,0.325,0.29,0.16,0.14,0.05,0.02,0.01,0,0,0.005,-1.06146,8.32644,-0.676888,33.7931,55.1515,37.451,2.87968,6.70765,3.3227,0.284344,0.530423,0.305932,0.533239,0.728301,0.553111
"2301","jogging",0.12,0.19,0.3,0.265,0.055,0.03,0.01,0.005,0.015,0.01,0.055,0.025,0.07,0.1,0.075,0.22,0.19,0.09,0.035,0.14,0.195,0.27,0.275,0.105,0.065,0.03,0.01,0.02,0.01,0.02,1.88115,9.03373,0.791284,40,48.25,29.6825,2.87686,5.12412,3.76908,0.29239,0.481033,0.409225,0.540731,0.693566,0.639707
"2302","jogging",0.205,0.155,0.235,0.16,0.08,0.045,0.03,0.035,0.015,0.04,0.12,0.08,0.13,0.085,0.05,0.06,0.055,0.09,0.05,0.28,0.305,0.115,0.185,0.135,0.1,0.055,0.025,0.025,0.02,0.035,2.26424,8.55356,1.53963,31.7742,123.571,29.3939,4.5746,8.25632,5.31332,0.438501,0.656894,0.490977,0.662194,0.81049,0.700698
"2303","jogging",0.22,0.125,0.215,0.175,0.115,0.03,0.04,0.045,0.01,0.025,0.15,0.07,0.1,0.075,0.075,0.06,0.05,0.08,0.045,0.295,0.305,0.175,0.17,0.13,0.07,0.075,0.025,0.02,0.01,0.02,2.39601,8.32916,0.928121,31.7742,114.667,27.5714,4.60808,8.4302,4.87595,0.429659,0.677524,0.446666,0.655484,0.823119,0.66833
"2304","jogging",0.215,0.105,0.21,0.225,0.12,0.05,0.025,0.035,0.01,0.005,0.135,0.045,0.125,0.09,0.07,0.05,0.05,0.065,0.06,0.31,0.31,0.14,0.21,0.14,0.07,0.055,0.04,0.005,0.01,0.02,1.82978,8.72845,0.921426,29.5385,80.8696,27.971,4.29509,8.39291,4.58593,0.403697,0.669529,0.424317,0.635372,0.818248,0.651396
"2305","jogging",0.24,0.075,0.205,0.2,0.12,0.07,0.03,0.01,0.03,0.02,0.145,0.04,0.145,0.075,0.07,0.05,0.045,0.06,0.08,0.29,0.265,0.175,0.19,0.165,0.045,0.08,0.025,0.005,0.015,0.035,2.29053,8.53154,1.38196,29.2424,128,26.7123,4.56537,8.4423,4.66794,0.426964,0.674095,0.439995,0.653425,0.821033,0.663321
"2306","jogging",0.21,0.115,0.21,0.215,0.085,0.06,0.04,0.035,0.015,0.015,0.135,0.05,0.125,0.07,0.06,0.055,0.085,0.075,0.045,0.3,0.35,0.185,0.12,0.115,0.065,0.05,0.035,0.035,0.015,0.03,2.29713,8.62911,0.578562,32.9825,107.647,27.0423,4.39319,8.42132,5.60004,0.410785,0.68281,0.512599,0.640925,0.826323,0.71596
"2307","jogging",0.215,0.11,0.255,0.135,0.15,0.05,0.055,0.02,0.01,0,0.145,0.05,0.13,0.075,0.025,0.08,0.055,0.09,0.06,0.29,0.325,0.195,0.1,0.095,0.095,0.05,0.055,0.03,0.01,0.045,1.89828,8.6717,1.06836,30.4839,84.0909,28.2609,4.24639,8.39733,6.18714,0.387802,0.67061,0.55038,0.622738,0.818908,0.741876
"2308","jogging",0.295,0.14,0.19,0.14,0.135,0.06,0.025,0.005,0,0.01,0.15,0.055,0.13,0.065,0.055,0.07,0.045,0.08,0.05,0.3,0.345,0.185,0.14,0.115,0.06,0.03,0.03,0.035,0.025,0.035,1.01296,8.49073,0.445043,30.9524,150.833,30.6349,4.2797,8.543,5.85342,0.372925,0.683188,0.552634,0.610676,0.826552,0.743394
"2309","jogging",0.305,0.15,0.17,0.135,0.145,0.045,0.03,0.01,0.005,0.005,0.14,0.06,0.11,0.06,0.075,0.045,0.07,0.09,0.035,0.315,0.37,0.155,0.165,0.07,0.11,0.04,0.015,0.025,0,0.05,0.947823,8.83542,0.329083,32.2034,119.091,28.6765,4.32988,8.40273,5.63208,0.372659,0.676276,0.533139,0.610458,0.82236,0.730164
"2310","jogging",0.285,0.155,0.145,0.175,0.125,0.045,0.03,0.03,0.005,0.005,0.16,0.11,0.07,0.085,0.05,0.04,0.085,0.055,0.06,0.285,0.385,0.15,0.165,0.075,0.07,0.03,0.03,0.015,0.03,0.05,1.31649,7.91892,0.387759,33.2759,137.143,28.0882,4.52292,8.83743,6.14274,0.394309,0.707781,0.580747,0.62794,0.841297,0.762067
"2311","jogging",0.25,0.145,0.17,0.195,0.105,0.05,0.035,0.015,0.015,0.02,0.15,0.05,0.15,0.065,0.045,0.05,0.06,0.07,0.065,0.295,0.45,0.16,0.065,0.1,0.065,0.05,0.02,0.015,0.005,0.07,1.77559,8.19621,-0.219144,33.0508,112.308,28.0882,4.60384,8.91507,6.55134,0.41599,0.716443,0.604413,0.644973,0.84643,0.77744
"2312","jogging",0.275,0.185,0.125,0.14,0.155,0.08,0.025,0,0.01,0.005,0.12,0.08,0.15,0.045,0.04,0.08,0.06,0.05,0.07,0.305,0.35,0.16,0.1,0.155,0.065,0.06,0.035,0.035,0.01,0.03,1.24076,8.75899,1.04014,31.8033,115.714,28.9394,4.46886,8.4409,5.64587,0.375305,0.675021,0.511095,0.612621,0.821597,0.714909
"2313","jogging",0.215,0.17,0.19,0.17,0.135,0.04,0.02,0.015,0.01,0.035,0.145,0.09,0.11,0.055,0.065,0.055,0.07,0.09,0.055,0.265,0.355,0.15,0.14,0.08,0.075,0.085,0.03,0.01,0.02,0.055,2.03053,8.03445,0.898685,29.697,117.5,28.9706,4.42105,8.54483,6.22085,0.409498,0.688152,0.564569,0.63992,0.829549,0.751378
"2314","jogging",0.24,0.14,0.205,0.15,0.135,0.035,0.04,0.03,0.005,0.02,0.145,0.045,0.145,0.065,0.065,0.04,0.055,0.09,0.045,0.305,0.36,0.16,0.155,0.1,0.05,0.08,0.035,0.02,0.015,0.025,1.89083,8.54496,0.657807,29.403,120.667,29.6923,4.4903,8.7042,5.3642,0.406189,0.69242,0.494561,0.63733,0.832117,0.70325
"2315","jogging",0.225,0.13,0.145,0.245,0.125,0.03,0.015,0.015,0.015,0.055,0.115,0.09,0.165,0.04,0.05,0.065,0.03,0.095,0.075,0.275,0.3,0.15,0.155,0.145,0.07,0.04,0.055,0.015,0.02,0.05,2.29428,8.30383,1.56311,30.4762,126,29.0909,4.92767,8.59226,5.62153,0.472781,0.686437,0.516715,0.687591,0.828515,0.718829
"2316","jogging",0.235,0.085,0.24,0.175,0.13,0.035,0.02,0.03,0.015,0.035,0.15,0.045,0.13,0.1,0.04,0.065,0.05,0.065,0.06,0.295,0.33,0.13,0.185,0.11,0.095,0.055,0.025,0.02,0.02,0.03,2.19804,8.27845,0.998963,31.9672,98.9474,26.2667,4.71417,8.60553,5.35048,0.44709,0.691677,0.495098,0.668648,0.831671,0.703632
"2317","jogging",0.235,0.105,0.245,0.15,0.12,0.045,0.02,0.02,0.03,0.03,0.14,0.045,0.12,0.105,0.03,0.075,0.06,0.07,0.05,0.305,0.35,0.13,0.145,0.165,0.07,0.05,0.045,0.02,0.015,0.01,2.12069,8.58314,0.625503,33.9286,98.9474,27.7941,4.72559,8.39845,5.14991,0.451029,0.678442,0.467992,0.671587,0.823676,0.6841
"2318","jogging",0.26,0.145,0.14,0.165,0.14,0.06,0.03,0.02,0.015,0.025,0.16,0.06,0.13,0.075,0.06,0.07,0.055,0.045,0.055,0.29,0.34,0.18,0.105,0.14,0.075,0.065,0.035,0.015,0.015,0.03,1.8984,7.93042,0.664436,31.4754,126.667,29.2537,4.91737,8.68187,5.61566,0.442917,0.702019,0.517455,0.66552,0.837866,0.719343
"2319","jogging",0.23,0.13,0.19,0.2,0.11,0.06,0.015,0.035,0.01,0.02,0.135,0.055,0.135,0.055,0.095,0.06,0.04,0.105,0.025,0.295,0.345,0.145,0.175,0.085,0.07,0.07,0.055,0.02,0.015,0.02,1.90541,8.35111,0.743023,30.9524,98.4211,26.3514,4.66332,8.40468,5.48926,0.432967,0.685161,0.493144,0.658002,0.827745,0.702242
"2320","jogging",0.24,0.1,0.205,0.175,0.14,0.04,0.05,0.015,0.02,0.015,0.14,0.04,0.135,0.075,0.07,0.075,0.065,0.055,0.055,0.29,0.275,0.18,0.19,0.17,0.08,0.055,0.025,0.005,0.01,0.01,2.02061,8.42878,0.849624,33.9655,91,26.6667,4.59012,8.25049,4.2543,0.434562,0.670084,0.388252,0.659213,0.818586,0.623098
"2321","jogging",0.255,0.09,0.195,0.18,0.145,0.05,0.035,0.03,0.01,0.01,0.135,0.025,0.15,0.065,0.065,0.05,0.075,0.045,0.11,0.28,0.34,0.135,0.16,0.115,0.09,0.055,0.055,0.025,0.01,0.015,1.84145,8.87279,0.751046,32.2034,103.333,29.2537,4.67272,8.30619,5.30035,0.430461,0.670517,0.470731,0.656095,0.818851,0.686098
"2322","jogging",0.25,0.12,0.21,0.195,0.11,0.025,0.02,0.025,0.015,0.03,0.14,0.03,0.13,0.1,0.04,0.075,0.06,0.065,0.075,0.285,0.295,0.2,0.17,0.11,0.095,0.06,0.03,0.005,0.01,0.025,1.84581,8.71005,0.564649,28.9394,93.5,27.2857,4.5324,8.31285,4.92136,0.432445,0.671824,0.463424,0.657605,0.819648,0.680753
"2323","jogging",0.23,0.095,0.215,0.195,0.115,0.05,0.03,0.035,0.01,0.025,0.14,0.04,0.14,0.075,0.065,0.06,0.035,0.095,0.065,0.285,0.335,0.18,0.13,0.115,0.11,0.03,0.035,0.01,0.005,0.05,2.17851,8.61415,0.843633,30.1538,80,27.2464,4.5362,8.40222,5.41747,0.428147,0.676629,0.50684,0.65433,0.822575,0.711927
"2324","jogging",0.075,0.27,0.435,0.115,0.04,0.055,0.01,0,0,0,0.905,0.07,0.01,0.005,0.005,0.005,0,0,0,0,0.29,0.295,0.2,0.08,0.055,0.02,0.03,0.025,0,0.005,0.991345,-9.57832,0.119853,38.2,40.6383,37.3077,2.26033,3.98618,3.41029,0.224604,0.357202,0.339698,0.473924,0.597664,0.582836
"2325","jogging",0.185,0.25,0.29,0.165,0.08,0.02,0.005,0.005,0,0,0.75,0.07,0.05,0.05,0.045,0.01,0.015,0.005,0.005,0,0.38,0.18,0.105,0.115,0.11,0.055,0.035,0.01,0,0.01,0.483303,-8.60441,-0.358089,33.3929,48.25,36.4706,2.94582,7.76704,5.08718,0.291444,0.633058,0.471049,0.539856,0.795649,0.68633
"2326","jogging",0.165,0.175,0.395,0.13,0.08,0.02,0.03,0,0,0.005,0.755,0.065,0.04,0.045,0.06,0.02,0.015,0,0,0,0.39,0.185,0.09,0.125,0.12,0.035,0.03,0.02,0.005,0,0.873021,-8.73142,-0.378065,31.6667,48.25,34.5455,2.93868,7.62749,4.95053,0.306867,0.627217,0.442507,0.553956,0.79197,0.665212
"2327","jogging",0.2,0.19,0.32,0.185,0.07,0.035,0,0,0,0,0.8,0.045,0.015,0.03,0.07,0.02,0.015,0,0,0.005,0.385,0.17,0.085,0.125,0.12,0.075,0.02,0.01,0.005,0.005,0.366927,-9.11218,-0.164304,29.0769,47.9487,33.6207,3.2682,7.42214,5.17081,0.30386,0.627396,0.462869,0.551235,0.792083,0.680345
"2328","jogging",0.125,0.22,0.37,0.17,0.08,0.02,0.015,0,0,0,0.785,0.04,0.02,0.05,0.025,0.04,0.03,0,0.005,0.005,0.39,0.21,0.07,0.11,0.12,0.04,0.035,0.01,0.01,0.005,0.830762,-8.41965,-0.00402215,31.4754,48.9474,39.3878,2.69946,7.76585,4.72693,0.267036,0.655089,0.42464,0.516755,0.809375,0.651644
"2329","jogging",0.15,0.22,0.37,0.145,0.055,0.04,0.01,0.005,0.005,0,0.81,0.03,0.03,0.035,0.07,0.02,0.005,0,0,0,0.395,0.16,0.065,0.12,0.155,0.025,0.045,0.01,0.01,0.015,0.584151,-9.15921,0.380493,32.5862,47.5,40.4167,2.99277,7.18084,5.17303,0.312021,0.597957,0.451008,0.558589,0.773277,0.671571
"2330","jogging",0.14,0.265,0.31,0.18,0.045,0.04,0,0.015,0.005,0,0.75,0.085,0.04,0.015,0.04,0.04,0.03,0,0,0,0.355,0.21,0.08,0.105,0.105,0.065,0.03,0.015,0.02,0.015,0.760084,-8.88845,0.182334,30.6452,54.5714,36.1111,2.93513,7.66382,5.42079,0.302204,0.639552,0.501628,0.549731,0.79972,0.708257
"2331","jogging",0.18,0.21,0.335,0.16,0.06,0.04,0.005,0.005,0.005,0,0.8,0.07,0.01,0.035,0.055,0.015,0.005,0.01,0,0,0.385,0.17,0.075,0.17,0.11,0.045,0.005,0.025,0,0.015,0.593461,-9.70859,-0.0602711,31.6129,47.75,38.6,3.15361,7.17109,4.95406,0.306838,0.602514,0.446599,0.553929,0.776218,0.668281
"2332","jogging",0.17,0.205,0.39,0.125,0.065,0.025,0.005,0.01,0,0.005,0.77,0.075,0.025,0.02,0.085,0.01,0.01,0.005,0,0,0.38,0.15,0.13,0.09,0.14,0.04,0.02,0.04,0.01,0,0.486094,-9.24744,0.0391213,29.5455,47.561,41.7021,3.02187,7.34787,5.21526,0.310035,0.614085,0.466783,0.556808,0.783635,0.683215
"2333","jogging",0.135,0.185,0.32,0.225,0.07,0.035,0.005,0.01,0.015,0,0.78,0.045,0.03,0.045,0.03,0.045,0.02,0,0.005,0,0.41,0.18,0.065,0.09,0.14,0.045,0.035,0.025,0.005,0.005,1.21452,-8.9424,-0.268491,31.2698,44.7619,40,3.18889,7.39064,5.3748,0.326779,0.62776,0.481154,0.571646,0.792313,0.693653
"2334","jogging",0.15,0.16,0.35,0.255,0.05,0.03,0,0.005,0,0,0.77,0.04,0.025,0.065,0.05,0.015,0.015,0.015,0.005,0,0.39,0.2,0.085,0.095,0.145,0.04,0.015,0.01,0.015,0.005,0.888942,-8.49572,-0.170712,34.2857,47.25,39.1837,2.78276,7.81117,4.79977,0.281277,0.656442,0.435822,0.530355,0.810211,0.660168
"2335","jogging",0.16,0.22,0.32,0.2,0.075,0.015,0.01,0,0,0,0.78,0.06,0.035,0.04,0.03,0.03,0.02,0,0,0.005,0.345,0.165,0.135,0.125,0.115,0.055,0.025,0.02,0.01,0.005,0.564419,-9.0669,0.093387,29.403,48.4615,41.0638,2.9163,7.35177,5.15204,0.278913,0.621821,0.469482,0.528122,0.788556,0.685187
"2336","jogging",0.175,0.185,0.38,0.165,0.045,0.035,0.015,0,0,0,0.775,0.055,0.03,0.04,0.035,0.04,0.02,0.005,0,0,0.405,0.155,0.1,0.13,0.09,0.07,0.01,0.025,0.01,0.005,0.517179,-8.83784,-0.276535,31.8033,46.8293,39.2,2.93626,7.74147,5.20923,0.295313,0.642652,0.46595,0.543427,0.801656,0.682605
"2337","jogging",0.16,0.22,0.285,0.205,0.045,0.025,0.02,0.015,0.02,0.005,0.8,0.045,0.035,0.04,0.015,0.04,0.01,0.01,0,0.005,0.4,0.195,0.065,0.125,0.105,0.055,0.03,0.01,0.005,0.01,1.05327,-9.36005,0.100227,30.1562,48.75,37.8,3.65485,7.49849,4.89373,0.377301,0.634403,0.432776,0.614248,0.796494,0.657857
"2338","jogging",0.11,0.255,0.32,0.165,0.06,0.025,0.04,0.01,0.005,0.01,0.775,0.07,0.025,0.02,0.035,0.04,0.02,0.015,0,0,0.405,0.145,0.11,0.1,0.085,0.06,0.04,0.015,0.015,0.025,1.52815,-8.85202,0.185603,30.7812,47.3171,43.5556,3.23657,7.48063,5.71503,0.331566,0.640293,0.510643,0.575818,0.800183,0.714593
"2339","jogging",0.13,0.275,0.315,0.16,0.055,0.04,0.015,0.005,0,0.005,0.77,0.075,0.015,0.035,0.03,0.04,0.015,0.015,0.005,0,0.4,0.095,0.145,0.135,0.06,0.08,0.045,0.005,0.03,0.005,0.800227,-8.89212,0.427494,30.1538,51.3514,40.4167,3.08356,7.72085,5.39158,0.320987,0.65222,0.481113,0.566557,0.807601,0.693623
"2340","jogging",0.16,0.29,0.25,0.195,0.07,0.02,0,0.005,0.01,0,0.75,0.06,0.03,0.04,0.04,0.045,0.025,0,0.01,0,0.42,0.14,0.075,0.125,0.095,0.06,0.045,0.01,0.005,0.025,0.414576,-8.58694,-0.112552,28.8235,47.75,41.5217,3.04967,7.85717,5.72982,0.307686,0.667585,0.507427,0.554694,0.817059,0.712339
"2341","jogging",0.175,0.16,0.345,0.205,0.07,0.025,0.01,0.01,0,0,0.765,0.055,0.03,0.04,0.035,0.045,0.02,0.01,0,0,0.39,0.17,0.08,0.13,0.095,0.04,0.05,0.02,0.02,0.005,0.650185,-8.95819,0.100013,28.806,43.5556,39.5918,3.3683,7.67875,5.3683,0.338865,0.651256,0.484038,0.582121,0.807004,0.695728
"2342","jogging",0.16,0.13,0.225,0.245,0.115,0.08,0.03,0.015,0,0,0.025,0,0.08,0.155,0.16,0.18,0.185,0.08,0.04,0.095,0.17,0.22,0.22,0.275,0.055,0.025,0,0.015,0.015,0.005,2.35112,8.85533,1.10785,34.6296,35.7407,36.4151,3.45471,4.29464,3.41161,0.310545,0.379922,0.341285,0.557265,0.616378,0.584196
"2343","jogging",0.265,0.1,0.22,0.17,0.14,0.055,0.02,0.005,0.005,0.02,0.235,0.085,0.04,0.065,0.055,0.09,0.095,0.045,0.045,0.245,0.275,0.22,0.16,0.145,0.07,0.04,0.015,0.005,0.01,0.06,1.50534,7.33845,0.819484,36.6038,61.6667,28.3824,4.30473,8.29475,5.27984,0.392937,0.663326,0.512875,0.626847,0.814449,0.716153
"2344","jogging",0.26,0.08,0.245,0.185,0.105,0.06,0.02,0.015,0,0.03,0.235,0.085,0.045,0.08,0.08,0.105,0.02,0.085,0.015,0.25,0.275,0.22,0.15,0.165,0.075,0.015,0.015,0.02,0.01,0.055,1.5961,7.07402,0.801327,37.3077,51.8182,28.806,4.38106,8.22425,5.277,0.417056,0.661957,0.513068,0.645799,0.813607,0.716288
"2345","jogging",0.22,0.13,0.205,0.19,0.11,0.065,0.035,0.01,0.005,0.03,0.24,0.05,0.05,0.095,0.075,0.1,0.055,0.04,0.05,0.245,0.275,0.225,0.185,0.14,0.08,0.04,0.02,0,0.005,0.03,1.85565,7.13719,0.264622,37.1154,54.4118,32.5424,4.66077,8.18618,4.70677,0.435482,0.666894,0.459147,0.65991,0.816636,0.677604
"2346","jogging",0.23,0.15,0.16,0.175,0.13,0.07,0.035,0.02,0.005,0.025,0.255,0.065,0.02,0.055,0.115,0.11,0.04,0.055,0.045,0.24,0.325,0.22,0.2,0.09,0.035,0.025,0.035,0.01,0.01,0.05,1.554,7.14709,0.138403,37.6471,61.9355,31.4754,5.07103,8.12165,5.16271,0.462762,0.666962,0.519382,0.680266,0.816677,0.720682
"2347","jogging",0.245,0.09,0.21,0.175,0.095,0.095,0.04,0.005,0.02,0.025,0.22,0.075,0.055,0.06,0.1,0.1,0.04,0.035,0.055,0.26,0.36,0.16,0.205,0.11,0.03,0.03,0.015,0.01,0.02,0.06,1.71829,7.36122,0.245346,37.6471,60.625,32.3729,5.1475,8.19019,5.52822,0.474005,0.666437,0.537359,0.68848,0.816356,0.733048
"2348","jogging",0.245,0.095,0.17,0.195,0.13,0.075,0.05,0.005,0.005,0.03,0.225,0.075,0.06,0.095,0.085,0.085,0.035,0.045,0.035,0.26,0.35,0.19,0.21,0.1,0.05,0.02,0.02,0.005,0.01,0.045,1.67581,6.97541,-0.138271,36.2264,56.875,31.1111,5.31,8.30851,5.03894,0.484317,0.67411,0.499846,0.695929,0.821042,0.706998
"2349","jogging",0.265,0.105,0.15,0.185,0.1,0.07,0.075,0.01,0,0.04,0.215,0.09,0.06,0.07,0.12,0.055,0.08,0.04,0.04,0.23,0.405,0.13,0.18,0.08,0.07,0.04,0.03,0.005,0.005,0.055,1.66809,6.86692,0.308101,36.9231,70.3704,31.1667,5.73655,8.08909,5.39834,0.518048,0.660119,0.512978,0.719755,0.812477,0.716225
"2350","jogging",0.245,0.075,0.18,0.155,0.145,0.09,0.055,0.02,0.015,0.02,0.21,0.08,0.06,0.09,0.09,0.11,0.05,0.04,0.015,0.255,0.375,0.18,0.14,0.095,0.065,0.04,0.025,0.005,0.015,0.06,1.8433,6.86219,0.578993,34.9091,63.3333,30.4688,5.60414,8.12014,5.56413,0.513823,0.670297,0.521335,0.716815,0.818716,0.722035
"2351","jogging",0.26,0.11,0.15,0.14,0.12,0.09,0.07,0.01,0.02,0.03,0.21,0.1,0.055,0.08,0.12,0.06,0.02,0.055,0.065,0.235,0.355,0.21,0.185,0.095,0.04,0.01,0.04,0.015,0,0.05,1.78197,6.95171,-0.0599418,35.7692,60.9375,31.8333,6.02818,8.26281,5.16075,0.541375,0.667514,0.495524,0.735782,0.817016,0.703935
"2352","jogging",0.26,0.08,0.17,0.16,0.12,0.055,0.065,0.035,0.015,0.04,0.215,0.095,0.06,0.06,0.095,0.065,0.055,0.04,0.04,0.275,0.36,0.145,0.2,0.09,0.055,0.035,0.03,0.035,0.015,0.035,2.1874,7.3417,0.426111,37.6471,67.3077,32.1311,5.95519,8.51547,5.38731,0.545216,0.680436,0.507221,0.738387,0.824886,0.712194
"2353","jogging",0.25,0.13,0.195,0.12,0.11,0.06,0.065,0.02,0.01,0.04,0.195,0.12,0.045,0.075,0.095,0.08,0.04,0.065,0.03,0.255,0.365,0.21,0.14,0.095,0.07,0.03,0.025,0.01,0.01,0.045,1.87013,7.13336,0.358526,37.451,64.6667,33.0508,5.75677,8.31751,5.00905,0.527711,0.672543,0.476765,0.726437,0.820087,0.690482
"2354","jogging",0.195,0.105,0.26,0.13,0.075,0.11,0.055,0.025,0.005,0.04,0.195,0.07,0.07,0.095,0.085,0.1,0.02,0.045,0.045,0.275,0.385,0.16,0.165,0.14,0.045,0.035,0.02,0,0.01,0.04,2.3085,7.50576,0.0048392,39.1837,64,31.3115,5.40741,8.23969,4.91256,0.511819,0.667522,0.470593,0.715415,0.81702,0.685998
"2355","jogging",0.155,0.155,0.21,0.13,0.12,0.11,0.06,0.01,0.02,0.03,0.205,0.09,0.055,0.07,0.08,0.115,0.015,0.07,0.03,0.27,0.365,0.21,0.14,0.14,0.055,0.025,0.015,0,0.01,0.04,2.47112,7.38358,-0.0946817,35.1852,70,30.4688,5.39483,8.25562,4.63459,0.506651,0.670263,0.458386,0.711794,0.818696,0.677042
"2356","jogging",0.18,0.115,0.2,0.185,0.105,0.075,0.065,0.04,0.005,0.03,0.195,0.08,0.075,0.075,0.085,0.07,0.055,0.025,0.06,0.28,0.33,0.24,0.145,0.105,0.055,0.045,0.02,0.025,0.005,0.03,2.35476,7.63154,0.24718,38.2,65.5172,30.7937,5.47038,8.38071,4.61731,0.521915,0.672973,0.451823,0.722437,0.820349,0.672178
"2357","jogging",0.17,0.06,0.27,0.16,0.095,0.115,0.065,0.03,0,0.035,0.185,0.105,0.065,0.075,0.095,0.075,0.05,0.045,0.05,0.255,0.315,0.205,0.185,0.115,0.04,0.045,0.045,0.015,0.01,0.025,2.64485,7.52465,0.446629,36.1111,62.4138,28.2609,5.30572,8.0923,4.74185,0.509913,0.652245,0.452959,0.714082,0.807617,0.673022
